CLAVE,CLAVE ALTERNA,DESCRIPCION,SERVICIO (S/N),INV_MIN,INV_MAX,PRECIO COMPRA,PRECIO 1,PRECIO 2,MAYOREO 2,PRECIO 3,MAYOREO 3,PRECIO 4,MAYOREO 4,EXIST.,PESO,CARACTERISTICAS,DEPARTAMENTO,CATEGORIA,RECETA (S/N),GRANEL (S/N),IMPUESTO (S/N)
"IPR 14 X 6 3/4""-56.6-6",,"VIGA IPR 14 X 6 3/4""-KG/M 56.6 M 6.10",false,0,0,8410.5336,10092.64032,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,345.2600,,VENTAS,VIGA,N,N,S
"IPR 14 X 6 3/4""-56.6-12",,"VIGA IPR 14 X 6 3/4""-KG/M 56.6 M 12.20",false,0,0,16821.0672,20185.28064,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,690.5200,,VENTAS,VIGA,N,N,S
"IPR 14 X 8""-64-6",,"VIGA IPR 14 X 8""-KG/M 64 M 6.10",false,0,0,9510.144,11412.1728,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,390.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 8""-71.4-12",,"VIGA IPR 14 X 8""-KG/M 71.4 M 12.20",false,0,0,21219.5088,25463.41056,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,871.0800,,VENTAS,VIGA,N,N,S
"IPR 14 X 8""-78.9-6",,"VIGA IPR 1X X 8""-KG/M 78.8 M 6.10",false,0,0,11709.3648,14051.23776,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,480.6800,,VENTAS,VIGA,N,N,S
"IPR 14 X 8""-78.9-12",,"VIGA IPR 14 X 8""-KG/M 78.9 M 12.20",false,0,0,23418.7296,28102.47552,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,961.3600,,VENTAS,VIGA,N,N,S
"IPR 14 X 8""-64-12",,"VIGA IPR 14 X 8""KG/M 64 M 12.20",false,0,0,19020.288,22824.3456,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,780.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 8""-71.4-6",,"VIGA IPR 14 X 8""-KG/M 71.4 M 6.10",false,0,0,10609.7544,12731.70528,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,435.5400,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-90.8-6",,"VIGA IPR 14 X 10""-KG/M 90.8 M 6.10",false,0,0,13492.5168,16191.02016,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,553.8800,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-90.8-12",,"VIGA IPR 14 X 10""-KG/M 90.8 M 12.20",false,0,0,26985.0336,32382.04032,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1107.7600,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-101-6",,"VIGA IPR 14 X 10""-KG/M 101 M 6.10",false,0,0,15008.196,18009.8352,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,616.1000,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-101-12",,"VIGA IPR 14 X 10""-KG/M 101 M 12.20",false,0,0,30016.392,36019.6704,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1232.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-110-6",,"VIGA IPR 14 X 10""-KG/M 110 M 6.10",false,0,0,16345.56,19614.672,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,671.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-110-12",,"VIGA IPR 14 X 10""-KG/M 110 M 12.20",false,0,0,32691.12,39229.344,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1342.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-122-6",,"VIGA IPR 14 X 10""-KG/M 122 M 6.10",false,0,0,18128.712,21754.4544,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,744.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 10""-122-12",,"VIGA IPR 14 X 10""-KG/M 122 M 12.20",false,0,0,36257.424,43508.9088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1488.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-134-6",,"VIGA IPR 14 X 14 1/2""-KG/M 134 M 6.10",false,0,0,19911.864,23894.2368,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,817.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-134-12",,"VIGA IPR 14 X 14 1/2""-KG/M 134 M 12.20",false,0,0,39823.728,47788.4736,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1634.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-147-6",,"VIGA IPR 14 X 14 1/2""-KG/M 147 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,896.7000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-147-12",,"VIGA IPR 14 X 14 1/2""-KG/M 147 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1793.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-162-6",,"VIGA IPR 14 X 14 1/2""-KG/M 162 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,988.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-162-12",,"VIGA IPR 14 X 14 1/2""-KG/M 162 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1976.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-179-6",,"VIGA IPR 14 X 14 1/2""-KG/M 179 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1091.9000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-179-12",,"VIGA IPR 14 X 14 1/2""-KG/M 179 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2183.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-196-6",,"VIGA IPR 14 X 14 1/2""-KG/M 196 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1195.6000,,VENTAS,VIGA,N,N,S
"IPR 14 X 14 1/2""-196-12",,"VIGA IPR 14 X 14 1/2""-KG/M 196 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2391.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-216-6",,"VIGA IPR 14 X 16""-KG/M 216 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1317.6000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-216-12",,"VIGA IPR 14 X 16""KG/M 216 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2635.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-237-6",,"VIGA IPR 14 X 16""-KG/M 237 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1445.7000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-237-12",,"VIGA IPR 14 X 16""-KG/M 237 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2891.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-262-6",,"VIGA IPR 14 X 16""-KG/M 262 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1598.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-262-12",,"VIGA IPR 14 X 16""-KG/M 262 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3196.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-287-6",,"VIGA IPR 14 X 16""-KG/M 287 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1750.7000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-287-12",,"VIGA IPR 14 X 16""-KG/M 287 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3444.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-314-6",,"VIGA IPR 14 X 16""-KG/M 314 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1915.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-314-12",,"VIGA IPR 14 X 16""-KG/M 314 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3830.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-347-6",,"VIGA IPR 14 X 16""-KG/M 347 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2116.7000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-347-12",,"VIGA IPR 14 X 16""-KG/M 347 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4233.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-382-6",,"VIGA IPR 14 X 16""-KG/M 382 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2330.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-382-12",,"VIGA IPR 14 X 16""-KG/M 382 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4660.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-421-6",,"VIGA IPR 14 X 16""-KG/M 421 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2568.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-421-12",,"VIGA IPR 14 X 16""-KG/M 421 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5136.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-463-6",,"VIGA IPR 14 X 16""-KG/M 463 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2824.3000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-463-12",,"VIGA 14 X 16""-463-KG/M 463 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5648.6000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-509-6",,"VIGA IPR 14 X 16""-KG/M 509 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3104.9000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-509-12",,"VIGA IPR 14 X 16""-KG/M 509 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6209.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-551-6",,"VIGA IPR 14 X 16""-KG/M 551 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3361.1000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-551-12",,"VIGA IPR 14 X 16""KG/M 551 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6722.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-592-6",,"VIGA IPR 14 X 16""-KG/M 592 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3611.2000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-592-12",,"VIGA IPR 14 X 16""-KG/M 592 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7222.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-634-6",,"VIGA IPR 14 X 16""-KG/M 634 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3867.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-634-12",,"VIGA 14 X 16""-KG/M 634 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7734.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-677-6",,"VIGA 14 X 16""-KG/M 677 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4062.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-677-12",,"VIGA IPR 14 X 16""-KG/M 677 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8259.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-744-6",,"VIGA IPR 14 X 16""-KG/M 744 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4538.4000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-744-12",,"VIGA IPR 14 X 16""-KG/M 744 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9076.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-818-6",,"VIGA IPR 14 X 16""-KG/M 818 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4989.8000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-818-12",,"VIGA IPR 14 XS 16""-KG/M 818 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9979.6000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-900-6",,"VIGA IPR 14 X 16""KG/M 900 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5490.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-900-12",,"VIGA IPR 14 X 16""-KG/M 900 M 12",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10980.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-990-6",,"VIGA IPR 14 X 16""-KG/M 990 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6039.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-990 -12",,"VIGA IPR 14 X 16""-KG/M 990 M 12",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,12078.0000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-1086-6",,"VIGA IPR 14 X 16""-KG/M 1086 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6624.6000,,VENTAS,VIGA,N,N,S
"IPR 14 X 16""-1086-12",,"VIGA IPR 14 X 16""-KG/M 1086 M 12",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,13249.2000,,VENTAS,VIGA,N,N,S
"IPR 16 X 5 1/2""-39-6",,"VIGA IPR 16 X 5 1/2""-KG/M 39 M 6.10",false,0,0,5795.244,6954.2928,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,237.9000,,VENTAS,VIGA,N,N,S
"IPR 16 X 5 1/2""-39-12",,"VIGA IPR 16 X 5 1/2""-KG/M 39 M 12.20",false,0,0,11590.488,13908.5856,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,475.8000,,VENTAS,VIGA,N,N,S
"IPR 16 X 5 1/2""-46-6",,"VIGA 16 X 5 1/2""-KG/M 46 M 6.10",false,0,0,6835.416,8202.4992,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,280.6000,,VENTAS,VIGA,N,N,S
"IPR 16 X 5 1/2""-46-12",,"VIGA IPR 16 X 5 1/""-KG/M 46 M 12.20",false,0,0,13670.832,16404.9984,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,561.2000,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-53.6-6",,"VIGA IPR 16 X 7""-KG/M 53.6 M 6.10",false,0,0,7964.7456,9557.69472,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,326.9600,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-53.6-12",,"VIGA IPR 16 X 7""-KG/M 53.6 M 12.20",false,0,0,15929.4912,19115.38944,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,653.9200,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-59.5-6",,"VIGA IPR 16 X 7""-KG/M 59.5 M 6.10",false,0,0,8841.462,10609.7544,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,362.9500,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-59.5-12",,"VIGA IPR 16 X 7""-KG/M 59.5 M 12.20",false,0,0,17682.924,21219.5088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,725.9000,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-67-6",,"VIGA IPR 16 X 7""-KG/M 67 M 6.10",false,0,0,9955.932,11947.1184,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,408.7000,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-67-12",,"VIGA IPR 16 X 7""-KG/M 67 M 12",false,0,0,19911.864,23894.2368,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,817.4000,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-74.4-6",,"VIGA IPR 16 X 7""-KG/M 74.4 M 6.10",false,0,0,11055.5424,13266.65088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,453.8400,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-74.4-12",,"VIGA IPR 16 X 7""-KG/M 74.4 M 12.20",false,0,0,22111.0848,26533.30176,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,907.6800,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-84.8-6",,"VIGA IPR 16 X 7""-KG/M 84.8 M 6.10",false,0,0,12600.9408,15121.12896,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,517.2800,,VENTAS,VIGA,N,N,S
"IPR 16 X 7""-84.8-12",,"VIGA IPR 16 X 7""-KG/M 84.8 M 12.20",false,0,0,25201.8816,30242.25792,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1034.5600,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-100-6",,"VIGA IPR 16 X 10 1/4""-KG/M 100 M 6.10",false,0,0,14859.6,17831.52,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,610.0000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-100-12",,"VIGA IPR 16 X 10 1/4""-KG/M 100 M 12",false,0,0,29719.2,35663.04,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1220.0000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-115-6",,"VIGA 16 X 10 1/4""-KG/M 115 M 6.10",false,0,0,17088.54,20506.248,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,701.5000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-115-12",,"VIGA IPR 16 X 10 1/4""-KG/M 115 M 12.20",false,0,0,34177.08,41012.496,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1403.0000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-132-6",,"VIGA IPR 16 X 10 1/4""-KG/M 132 M 6.10",false,0,0,19614.672,23537.6064,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,805.2000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-132-12",,"VIGA IPR 16 X 10 1/4""-KG/M 132 M 12.20",false,0,0,39229.344,47075.2128,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1610.4000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-149-6",,"VIGA IPR 16 X 10 1/4""-KG/M 149 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,908.9000,,VENTAS,VIGA,N,N,S
"IPR 16 X 10 1/4""-149-12",,"VIGA 16 X 10 1/4""-KG/M 149 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1817.8000,,VENTAS,VIGA,N,N,S
"IPR 18 X 6""-52.1-6",,"VIGA IPR 18 X 6""-KG/M 52.1 M 6.10",false,0,0,7741.8516,9290.22192,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,317.8100,,VENTAS,VIGA,N,N,S
"IPR 18 X 6""-52.1-12",,"VIGA IPR 18 X 6""-KG/M 52.1 M 12.20",false,0,0,15483.7032,18580.44384,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,635.6200,,VENTAS,VIGA,N,N,S
"IPR 18 X 6""-59.5-6",,"VIGA IPR 18 X 6""-KG/M 59.5 M 6.10",false,0,0,8841.462,10609.7544,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,362.9500,,VENTAS,VIGA,N,N,S
"IPR 18 X 6""-59.5-12",,"VIGA IPR 18 X 6""-KG/M 59.5 M 12.20",false,0,0,17682.924,21219.5088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,725.9000,,VENTAS,VIGA,N,N,S
"IPR 18 X 6""-68.5-6",,"VIGA IPR 18 X 6""-KG/M 68.5 M 6.10",false,0,0,10178.826,12214.5912,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,417.8500,,VENTAS,VIGA,N,N,S
"IPR 18 X 6""-68.5-12",,"VIGA IPR 18 X 6""-KG/M 68.5 M 12.20",false,0,0,20357.652,24429.1824,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,835.7000,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-61-6",,"VIGA IPR 18 X 7 1/2""-KG/M 61 M 6.10",false,0,0,9064.356,10877.2272,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,372.1000,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-61-12",,"VIGA IPR 18 X 7 1/2""-KG/M 61 M 12.20",false,0,0,18128.712,21754.4544,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,744.2000,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-67-6",,"VIGA IPR 18 X 7 1/2""-KG/M 67 M 6.10",false,0,0,9955.932,11947.1184,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,408.7000,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-67-12",,"VIGA IPR 18 X 7 1/2""-KG/M 67 M 12.20",false,0,0,19911.864,23894.2368,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,817.4000,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-74.4-6",,"VIGA IPR 18 X 7 1/2""-KG/M 74.4 M 6.10",false,0,0,11055.5424,13266.65088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,453.8400,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-74.4-12",,"VIGA IPR 18 X 7 1/2""-KG/M 74.4 M 12.20",false,0,0,22111.0848,26533.30176,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,907.6800,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-81.8-6",,"VIGA IPR 18 X 7 1/2""-KG/M 81.8 M 6.10",false,0,0,12155.1528,14586.18336,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,498.9800,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-81.8-12",,"VIGA IPR 18 X 7 1/2""-KG/M 81.8 M 12.20",false,0,0,24310.3056,29172.36672,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,997.9600,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-89.3-6",,"VIGA IPR 18 X 7 1/2""-KG/M 89.3 M 6.10",false,0,0,13269.6228,15923.54736,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,544.7300,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-89.3-12",,"VIGA IPR 18 X 7 1/2""-KG/M 89.3 M 12.20",false,0,0,26539.2456,31847.09472,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1089.4600,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-96.7-6",,"VIGA IPR 18 X 7 1/2""-KG/M 96.7 M 6.10",false,0,0,14369.2332,17243.07984,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,589.8700,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-96.7-12",,"VIGA IPR 18 X 7 1/2""-KG/M 96.7 M 12.20",false,0,0,28738.4664,34486.15968,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1179.7400,,VENTAS,VIGA,N,N,S
"IPR 18 X 7 1/2""-106-12",,"VIGA IPR 18 X 7 1/2""-KG/M 106 M 12.20",false,0,0,31502.352,37802.8224,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1293.2000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-113-6",,"VIGA IPR 18 X 11""-KG/M 113 M 6.10",false,0,0,16516.08,19819.296,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,678.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-113-12",,"VIGA IPR 18 X 11""-KG/M 113 M 12.20",false,0,0,33032.16,39638.592,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1356.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-128-6",,"VIGA IPR 18 X 11""-KG/M 128 M 6.10",false,0,0,18708.48,22450.176,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,768.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-128-12",,"VIGA IPR 18 X 11""-KG/M 128 M 12.20",false,0,0,37416.96,44900.352,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1536.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-144-6",,"VIGA IPR 18 X 11""-KG/M 144 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,864.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-144-12",,"VIGA IPR 18 X 11""-KG/M 144 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1728.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-158-6",,"VIGA IPR 18 X 11""-KG/M 158 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,948.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-158-12",,"VIGA IPR 18 X 11""-KG/M 158 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1896.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-177-6",,"VIGA IPR 18 X 11""-KG/M 117 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1062.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11 ""-177-12",,"VIGA IPR 18 X 11""-KG/M 177 M 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2124.0000,,VENTAS,VIGA,N,N,S
"IPR 18 X 11""-193-6",,"VIGA IPR 18 X 11""-KG/M 193 M 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1158.0000,,VENTAS,VIGA,N,N,S
